Course code,Course Name,similarity,Student_ID
MATH 120,Calculus I,0.6900924539493171,A00017
MATH 125,Discrete Mathematics,0.5576551287685088,A00017
CORE 120,Critical Thinking,0.28024413714243096,A00017
CSCI 210,Sophomore Seminar,0.6845593586522446,A00018
CSCI 241,Data Structures and Algorithms,0.6515588973326916,A00018
CSCI 241L,Data Structures and Algorithms Laboratory,0.6417015207742489,A00018
KINS 275,Introduction to Exercise Science,0.22522294203689366,A00018
KINS 275L,Introduction to Exercise Science Laboratory,0.21963768266415742,A00018
CORE 201,Introduction to Business and Entrepreneurship,0.6447784519836981,A00019
CSCI 210,Sophomore Seminar,0.5583767260987844,A00019
CSCI 241L,Data Structures and Algorithms Laboratory,0.5381679640102268,A00019
HSS 290,Behavioral Statistics,0.284041478169896,A00019
KINS 275,Introduction to Exercise Science,0.20534407252181047,A00019
PHYS 490,Senior Seminar,0.047842352723255,A00020
HIS 499,Senior Seminar,0.04509054990957899,A00020
BIOL 497,Senior Seminar ,0.04095418769060986,A00020
BIOL 498,Senior Seminar,0.04095418769060985,A00020
ENG 480,Senior Seminar,0.03933270952160299,A00020
CSCI 110,Introduction to Computer Science I,0.5708674450270015,A00021
CSCI 120L,Introduction to Computer Science II Laboratory,0.5490530190929683,A00021
CSCI 110L,Introduction to Computer Science I Laboratory,0.5156837566416088,A00021
PHYS 130,University Physics I ,0.19125574374126725,A00021
CORE 120,Critical Thinking,0.19101897408653568,A00021
CSCI 120L,Introduction to Computer Science II Laboratory,0.8453741370178731,A00022
CSCI 110L,Introduction to Computer Science I Laboratory,0.8269676293190564,A00022
MATH 125,Discrete Mathematics,0.664269121709975,A00022
CORE 120,Critical Thinking,0.28818667294523104,A00022
CORE 150,Composition I,0.28274806796024166,A00022
CSCI 210,Sophomore Seminar,0.7034529299748249,A00023
CSCI 241L,Data Structures and Algorithms Laboratory,0.6919173631887164,A00023
CORE 201,Introduction to Business and Entrepreneurship,0.4933518490449499,A00023
KINS 275L,Introduction to Exercise Science Laboratory,0.2119978384341994,A00023
CORE 210,Introduction to Social Justice,0.12569205916706638,A00023
CORE 120,Critical Thinking,0.7485248621532574,A00024
CORE 100,New Student Orientation,0.7304568774432899,A00024
CSCI 120,Introduction to Computer Science II,0.6616701540985686,A00024
CSCI 120L,Introduction to Computer Science II Laboratory,0.6553539717849803,A00024
MATH 120,Calculus I,0.539394374582845,A00024
CSCI 120L,Introduction to Computer Science II Laboratory,0.653082951675265,A00026
CSCI 110L,Introduction to Computer Science I Laboratory,0.6144045504739406,A00026
CORE 120,Critical Thinking,0.22453016072683346,A00026
CORE 150,Composition I,0.20653970076998515,A00026
CORE 100,New Student Orientation,0.19214705192925055,A00026
MATH 240,Linear Algebra,0.7134600712696241,A00027
CSCI 241L,Data Structures and Algorithms Laboratory,0.6656290545239831,A00027
CORE 201,Introduction to Business and Entrepreneurship,0.5799683518603151,A00027
CSCI 230,Introduction to Computer Architecture,0.5121312017297717,A00027
CSCI 230L,Introduction to Computer Architecture Laboratory,0.4832392284819095,A00027
CSCI 120L,Introduction to Computer Science II Laboratory,0.7555287369161565,A00028
CSCI 110L,Introduction to Computer Science I Laboratory,0.6999380960947155,A00028
CORE 150,Composition I,0.21877526103429001,A00028
CORE 120,Critical Thinking,0.20856433271814767,A00028
CORE 100,New Student Orientation,0.20352998133567546,A00028
,,0.10171524086784507,A00029
PHYS 441,Solid State Physics,0.0819043036839891,A00029
PHYS 490,Senior Seminar,0.08000395638562915,A00029
PHYS 472,Introduction to Modern Optics,0.06979440733428882,A00029
SOC 100,Introduction to Sociology,0.054658637498411274,A00029
CSCI 210,Sophomore Seminar,0.7392129098547178,A00030
CSCI 241L,Data Structures and Algorithms Laboratory,0.7051226352577846,A00030
CSCI 230L,Introduction to Computer Architecture Laboratory,0.5926212816934963,A00030
CSCI 261,Operating Systems,0.5202272816610641,A00030
CSCI 291,Theory of Computation,0.517629920065288,A00030
MATH 240,Linear Algebra,0.7925338150084779,A00031
CSCI 210,Sophomore Seminar,0.6541407087684229,A00031
CSCI 241,Data Structures and Algorithms,0.6124442616868431,A00031
CSCI 241L,Data Structures and Algorithms Laboratory,0.6019190552523657,A00031
CSCI 230,Introduction to Computer Architecture,0.5434273353366061,A00031
HIS 499,Senior Seminar,0.03557034736042668,A00032
SOC 100,Introduction to Sociology,0.033753161193459,A00032
PHYS 490,Senior Seminar,0.03244401361077797,A00032
BIOL 498,Senior Seminar,0.032307316831140076,A00032
BIOL 497,Senior Seminar ,0.032307316831140076,A00032
CSCI 120L,Introduction to Computer Science II Laboratory,0.8611333324822967,A00033
CSCI 110L,Introduction to Computer Science I Laboratory,0.8190699507080813,A00033
MATH 120,Calculus I,0.6565565244851294,A00033
MATH 125,Discrete Mathematics,0.5187664171068636,A00033
CORE 120,Critical Thinking,0.26303348907837115,A00033
NSCI 360,Statistics,0.4815093235520428,A00034
MATH 390B,Special Topics in Biostatistics,0.32108573467444046,A00034
PSCI 320,Selected Topics in Political Science ,0.17849679012026096,A00034
MATH 390,Special Topics in Mathematics,0.1223946096382834,A00034
HIS 350,History Seminar,0.028754147652166467,A00034
CORE 100,New Student Orientation,0.8563475707225087,A00035
CSCI 110L,Introduction to Computer Science I Laboratory,0.31947006601629463,A00035
CSCI 120L,Introduction to Computer Science II Laboratory,0.31806852433319316,A00035
CORE 131,Essential Mathematics for a Contemporary World,0.36663128451901933,A00035
CORE 132,Essential Mathematics for a Contemporary World II,0.36343056750937064,A00035
HIS 499,Senior Seminar,0.036124695518650954,A00036
PHYS 490,Senior Seminar,0.03294963923788521,A00036
BIOL 497,Senior Seminar ,0.03281081209929244,A00036
BIOL 498,Senior Seminar,0.03281081209929244,A00036
SOC 100,Introduction to Sociology,0.03172094420373995,A00036
CSCI 310,Junior Seminar,0.7091310477827383,A00037
CSCI 312,Database Management ,0.6662519651724392,A00037
CSCI 312L,Database Management Laboratory,0.6456495050755047,A00037
CSCI 380,Machine Learning,0.4499738717730638,A00037
CSCI 380L,Machine Learning Laboratory,0.42374200422121355,A00037
CSCI 310,Junior Seminar,0.7590545993279045,A00038
NSCI 360,Statistics,0.4885635167268846,A00038
MATH 390B,Special Topics in Biostatistics,0.3256067540231561,A00038
PSCI 340,Independent Study in Political Science,0.1822961516893717,A00038
MGT 380,Entrepreneurial Development,0.01601603979415549,A00038
HIS 499,Senior Seminar,0.03634517811079722,A00039
SOC 100,Introduction to Sociology,0.03441430172409346,A00039
PHYS 490,Senior Seminar,0.03315074326838707,A00039
BIOL 497,Senior Seminar ,0.03301106881559725,A00039
BIOL 498,Senior Seminar,0.03301106881559724,A00039
CORE 201,Introduction to Business and Entrepreneurship,0.7291652576420001,A00040
MATH 220,Introduction to Higher Algebra,0.3014929105639531,A00040
KINS 275,Introduction to Exercise Science,0.18891605943472523,A00040
KINS 275L,Introduction to Exercise Science Laboratory,0.18446985689275766,A00040
MATH 285,Bioinformatics I,0.11179932389484508,A00040
HIS 499,Senior Seminar,0.03632310031651512,A00041
SOC 100,Introduction to Sociology,0.03439592248803691,A00041
PHYS 490,Senior Seminar,0.03313060592615292,A00041
BIOL 497,Senior Seminar ,0.032991016318286014,A00041
BIOL 498,Senior Seminar,0.03299101631828601,A00041
,,0.12218305297895958,A00042
CHEM 470L,Analytical Chemistry Laboratory,0.08334091944347641,A00042
PHYS 490,Senior Seminar,0.07305072471654044,A00042
PHYS 472,Introduction to Modern Optics,0.06450351118441783,A00042
KINS 400,Practicum,0.06045722431820616,A00042
,,0.10293500141838259,A00043
PHYS 472,Introduction to Modern Optics,0.0677474316669939,A00043
PHYS 490,Senior Seminar,0.06771180647211571,A00043
BIOL 498,Senior Seminar,0.06446153985617806,A00043
BIOL 497,Senior Seminar ,0.06446153985617806,A00043
MATH 240,Linear Algebra,0.7183356378846333,A00044
CSCI 210,Sophomore Seminar,0.6875245713869722,A00044
CORE 260,Humanities,0.560500372762607,A00044
BAD 260,Applied Statistics,0.2583486859993327,A00044
HSS 290,Behavioral Statistics,0.25551018608915116,A00044
CSCI 310,Junior Seminar,0.6955245323936424,A00045
NSCI 360,Statistics,0.41635305577016124,A00045
CSCI 360,Computer Networks and Distributed Systems ,0.1865108475662247,A00045
MATH 390,Special Topics in Mathematics,0.13151496914047475,A00045
FREN 360,Twentieth Century,0.008132087445989172,A00045
CSCI 210,Sophomore Seminar,0.6991311185080106,A00046
CSCI 241L,Data Structures and Algorithms Laboratory,0.6728275585011032,A00046
CSCI 261,Operating Systems,0.5265771122922542,A00046
CSCI 282,Programming Languages,0.5054931594175966,A00046
CSCI 261L,Operating Systems Laboratory,0.5052061452753117,A00046
CSCI 310,Junior Seminar,0.7465756766244996,A00047
CORE 360,The World and its Peoples,0.5151728033017544,A00047
PSCI 320,Selected Topics in Political Science ,0.1899205458578612,A00047
SPED 311BL,Nature of Learning Disabled Children (Summer)  ,0.017983493783990178,A00047
AERO-3516L,Leadership Laboratory III,0.02177908525339679,A00047
HIS 499,Senior Seminar,0.039791785547071835,A00048
PHYS 490,Senior Seminar,0.03629442295867618,A00048
BIOL 497,Senior Seminar ,0.036141503199832954,A00048
BIOL 498,Senior Seminar,0.03614150319983295,A00048
ENG 480,Senior Seminar,0.034710571181931944,A00048
MATH 390B,Special Topics in Biostatistics,0.32286824684117227,A00049
PSCI 320,Selected Topics in Political Science ,0.1789796527264818,A00049
CSCI 390M,Special Topics: Machine Learning for Social Sciences,0.09604735505184894,A00049
CSCI 370,Software Engineering,0.06351245100303499,A00049
CSCI 390,Special Topics ,0.0791793931167077,A00049
CSCI 210,Sophomore Seminar,0.6944830306009666,A00050
CSCI 230L,Introduction to Computer Architecture Laboratory,0.6035315635897037,A00050
CORE 201,Introduction to Business and Entrepreneurship,0.5776815606423992,A00050
CSCI 261,Operating Systems,0.5049537300591231,A00050
CSCI 291,Theory of Computation,0.5024326253951927,A00050
CORE 120,Critical Thinking,0.7234325158768501,A00051
CORE 100,New Student Orientation,0.7059702132915285,A00051
CSCI 110,Introduction to Computer Science I,0.38865121671938374,A00051
MATH 120,Calculus I,0.352340092504709,A00051
CSCI 110L,Introduction to Computer Science I Laboratory,0.3361163723740383,A00051
CSCI 411,Senior Seminar I,0.7609817215344845,A00052
KINS 478,"Sport, Cultural Politics, and Media",0.0007557928737967354,A00052
PHYS 490,Senior Seminar,0.021873889246935795,A00052
KINS 420,Fitness Programs for Individuals with Chronic Diseases,0.0006858163499232384,A00052
KINS 400,Practicum,0.0012531875170505768,A00052
SOC 100,Introduction to Sociology,0.06779180437749519,A00053
,,0.0536029266824047,A00053
PHYS 490,Senior Seminar,0.050030005167725815,A00053
PHYS 472,Introduction to Modern Optics,0.04736346039745076,A00053
PHYS 441,Solid State Physics,0.03998309175985285,A00053
,,0.06159387574991117,A00054
EDUC 410,Elementary Student Seminar ,0.05980469494509307,A00054
HIS 499,Senior Seminar,0.055787346866275206,A00054
ART 402,Senior Portfolio,0.051597696297505574,A00054
PHYS 490,Senior Seminar,0.05088410924691383,A00054
CSCI 210,Sophomore Seminar,0.6944261193487737,A00055
CSCI 241L,Data Structures and Algorithms Laboratory,0.6746665104691856,A00055
CSCI 261,Operating Systems,0.5377899830554046,A00055
CSCI 291,Theory of Computation,0.5351049353890822,A00055
CSCI 261L,Operating Systems Laboratory,0.52728035393573,A00055
CSCI 120L,Introduction to Computer Science II Laboratory,0.8050086465225179,A00056
CSCI 110L,Introduction to Computer Science I Laboratory,0.7876587959434123,A00056
MATH 120,Calculus I,0.7107187289416379,A00056
MATH 125,Discrete Mathematics,0.5967420494166265,A00056
CORE 120,Critical Thinking,0.2752283869702899,A00056
CSCI 210,Sophomore Seminar,0.7681876250739705,A00057
CSCI 241L,Data Structures and Algorithms Laboratory,0.7272855603531477,A00057
CSCI 230L,Introduction to Computer Architecture Laboratory,0.6689539903566564,A00057
CSCI 291,Theory of Computation,0.5663571283504784,A00057
CSCI 282,Programming Languages,0.5464084759357037,A00057
HIS 499,Senior Seminar,0.041543567207645175,A00058
PHYS 490,Senior Seminar,0.03789223777512589,A00058
BIOL 497,Senior Seminar ,0.03773258592257543,A00058
BIOL 498,Senior Seminar,0.03773258592257543,A00058
ENG 480,Senior Seminar,0.03623865898167654,A00058
NSCI 360,Statistics,0.4142809644919324,A00059
PSCI 340,Independent Study in Political Science,0.17382304949698843,A00059
CSCI 390M,Special Topics: Machine Learning for Social Sciences,0.062298146954543034,A00059
CSCI 320,Numerical Analysis,0.08673228853193622,A00059
MUS 303,Counterpoint ,0.0014093185114636823,A00059
CSCI 110,Introduction to Computer Science I,0.6410380203907671,A00060
CSCI 120L,Introduction to Computer Science II Laboratory,0.5932520778430694,A00060
CSCI 110L,Introduction to Computer Science I Laboratory,0.5666972515054034,A00060
CORE 120,Critical Thinking,0.47501387796108435,A00060
CORE 150,Composition I,0.47148469948302707,A00060
CSCI 241L,Data Structures and Algorithms Laboratory,0.7020965328196128,A00061
MATH 240,Linear Algebra,0.6662375170232995,A00061
CSCI 261,Operating Systems,0.5384672784916799,A00061
CSCI 291,Theory of Computation,0.5357788492626883,A00061
CSCI 261L,Operating Systems Laboratory,0.5202249361989834,A00061
CORE 260,Humanities,0.6125115041691187,A00062
CSCI 210,Sophomore Seminar,0.5746375935068457,A00062
CSCI 241L,Data Structures and Algorithms Laboratory,0.5496983889991662,A00062
HSS 290,Behavioral Statistics,0.26121551024639117,A00062
CORE 210,Introduction to Social Justice,0.19998445932403264,A00062
CSCI 110L,Introduction to Computer Science I Laboratory,0.7757529331156787,A00063
MATH 120,Calculus I,0.7341166768819323,A00063
MATH 125,Discrete Mathematics,0.6256004082716875,A00063
CORE 100,New Student Orientation,0.2681229330656625,A00063
CORE 120,Critical Thinking,0.2636264507030499,A00063
MATH 120,Calculus I,0.5351485317078979,A00064
CSCI 110,Introduction to Computer Science I,0.37933352138731724,A00064
CSCI 110L,Introduction to Computer Science I Laboratory,0.30702461097434247,A00064
CSCI 120L,Introduction to Computer Science II Laboratory,0.3000946056352118,A00064
CORE 150,Composition I,0.15726059112162877,A00064
MATH 210,Calculus III,0.4225826715778621,A00065
MATH 220,Introduction to Higher Algebra,0.40444347432882244,A00065
MATH 270,Ordinary Differential Equations ,0.31967816560304685,A00065
KINS 275,Introduction to Exercise Science,0.2157899511084764,A00065
MATH 202,Introduction to Abstract Algebra,0.16405327757580318,A00065
PHYS 490,Senior Seminar,0.04649955928278009,A00066
HIS 499,Senior Seminar,0.04282373027894907,A00066
SOC 100,Introduction to Sociology,0.04261799770367764,A00066
,,0.04067400232366421,A00066
BIOL 497,Senior Seminar ,0.038895313784664105,A00066
EDUC 410,Elementary Student Seminar ,0.061011218034996234,A00067
BIOL 497,Senior Seminar ,0.052893025197043,A00067
BIOL 498,Senior Seminar,0.052893025197042996,A00067
,,0.049846435776351755,A00067
HIS 499,Senior Seminar,0.044314843975873625,A00067
PHYS 490,Senior Seminar,0.08707364303832696,A00068
,,0.08515381509722582,A00068
PHYS 472,Introduction to Modern Optics,0.0635931102137367,A00068
PHYS 441,Solid State Physics,0.05494855154100728,A00068
HIS 499,Senior Seminar,0.054306975445732625,A00068
MATH 130,Calculus II,0.6244887502814491,A00069
MATH 125,Discrete Mathematics,0.5599716185926041,A00069
CSCI 110,Introduction to Computer Science I,0.39562745057009596,A00069
CSCI 120L,Introduction to Computer Science II Laboratory,0.3277931162101956,A00069
CSCI 110L,Introduction to Computer Science I Laboratory,0.3139343590566511,A00069
CSCI 412,Senior Seminar II,0.7506866164280458,A00070
PHYS 490,Senior Seminar,0.025773169111653962,A00070
SOC 100,Introduction to Sociology,0.04687777215504723,A00070
AERO-4516L,Leadership Laboratory IV,0.02588136587808304,A00070
MUS 430,Senior Recital,0.009153805100585203,A00070
,,0.11755370168977523,A00071
MUS 420,Senior Recital,0.07786368709816734,A00071
MUS 450,Senior Recital,0.0632763449059458,A00071
PHYS 472,Introduction to Modern Optics,0.06286682040676574,A00071
MUS 490,Senior Recital,0.061867334722912046,A00071
CSCI 120,Introduction to Computer Science II,0.830614926490687,A00072
CSCI 120L,Introduction to Computer Science II Laboratory,0.8169155472701704,A00072
MATH 125,Discrete Mathematics,0.72242276744021,A00072
CORE 120,Critical Thinking,0.2855410278825651,A00072
CORE 150,Composition I,0.28051691410059826,A00072
,,0.1174281921054361,A00073
MKT 400,Special Topics in Marketing,0.0846799963417497,A00073
BIOL 420L,Introduction to Neurobiology Lab,0.08365504856292434,A00073
BIOL 420,Introduction to Neurobiology,0.07645473271022349,A00073
BIOL 497,Senior Seminar ,0.06858559349733363,A00073
CSCI 120,Introduction to Computer Science II,0.637733791069671,A00074
MATH 120,Calculus I,0.6305905647155874,A00074
CSCI 120L,Introduction to Computer Science II Laboratory,0.6183468834018777,A00074
CORE 160,Composition II,0.6111430412885257,A00074
CORE 100,New Student Orientation,0.5923118786455501,A00074
MATH 390,Special Topics in Mathematics,0.27709705245050414,A00075
PHYS 359,Introduction to Materials Science,0.1942643014693057,A00075
PSCI 320,Selected Topics in Political Science ,0.14972651095028738,A00075
PSCI 340,Independent Study in Political Science,0.14200041702653146,A00075
PHYS 330,Introduction to Astrophysics,0.05601222085314658,A00075
CHEM 470L,Analytical Chemistry Laboratory,0.06252450206336065,A00076
,,0.046610578511067,A00076
KINS 407,Physical Activity as Therapy,0.04401665236038111,A00076
HIS 499,Senior Seminar,0.04371697587583308,A00076
PHYS 490,Senior Seminar,0.03987462213865113,A00076
MATH 320,Algebraic Structures,0.3977001364899776,A00077
PSCI 340,Independent Study in Political Science,0.14401519721014633,A00077
PSCI 320,Selected Topics in Political Science ,0.14076299091896483,A00077
MATH 390,Special Topics in Mathematics,0.2831760524870225,A00077
SW 378,Social Welfare Policies and Services II,0.01237794695623563,A00077
PHYS 359,Introduction to Materials Science,0.19364608064231417,A00078
PSCI 320,Selected Topics in Political Science ,0.1614112542981935,A00078
PSCI 340,Independent Study in Political Science,0.142680582943256,A00078
BIOL 390,Special Problems in Biology,0.08665395004849959,A00078
BIOL 370,Introduction to Cancer Biology,0.08450691154922549,A00078
CORE 120,Critical Thinking,0.6718435757338004,A00079
CORE 100,New Student Orientation,0.6401683509607307,A00079
MATH 130,Calculus II,0.6157904291200756,A00079
CSCI 110,Introduction to Computer Science I,0.536745434086894,A00079
CSCI 110L,Introduction to Computer Science I Laboratory,0.48528170584622143,A00079
CSCI 110,Introduction to Computer Science I,0.7492516960422868,A00080
MATH 125,Discrete Mathematics,0.7264930361628064,A00080
CSCI 120L,Introduction to Computer Science II Laboratory,0.726316671030737,A00080
CSCI 110L,Introduction to Computer Science I Laboratory,0.6843685120079078,A00080
CORE 120,Critical Thinking,0.24924364132495438,A00080
CSCI 120L,Introduction to Computer Science II Laboratory,0.86460813721968,A00081
CSCI 110L,Introduction to Computer Science I Laboratory,0.8398051585990983,A00081
MATH 120,Calculus I,0.6900924539493171,A00081
MATH 125,Discrete Mathematics,0.5576551287685088,A00081
CORE 120,Critical Thinking,0.28024413714243096,A00081
CSCI 120L,Introduction to Computer Science II Laboratory,0.601900973817254,A00082
CSCI 110L,Introduction to Computer Science I Laboratory,0.5556767257097219,A00082
CORE 120,Critical Thinking,0.1981173586563025,A00082
CORE 150,Composition I,0.18437683304651184,A00082
CORE 100,New Student Orientation,0.1715285961094376,A00082
CSCI 230L,Introduction to Computer Architecture Laboratory,0.5651200712101823,A00083
CSCI 291,Theory of Computation,0.48207686419967843,A00083
CSCI 282,Programming Languages,0.4650967939935651,A00083
CSCI 282L,Programming Languages Laboratory,0.4537824702740597,A00083
KINS 275L,Introduction to Exercise Science Laboratory,0.22129757721139565,A00083
EDUC 410,Elementary Student Seminar ,0.06839316405581093,A00084
,,0.054497788766748254,A00084
SOC 100,Introduction to Sociology,0.05246459753199906,A00084
EDUC 460,Secondary Student Seminar ,0.04780449733695373,A00084
HIS 499,Senior Seminar,0.044880363970335665,A00084
NSCI 360,Statistics,0.4684627120340161,A00085
MATH 390B,Special Topics in Biostatistics,0.3064758837331863,A00085
PHYS 359,Introduction to Materials Science,0.20501926692855865,A00085
MGT 380,Entrepreneurial Development,0.018180331415694792,A00085
SOC 360,Special Topics in Sociology,0.0031376194187759223,A00085
CORE 360,The World and its Peoples,0.5264343773573471,A00086
NSCI 360,Statistics,0.4281859671667873,A00086
MATH 390,Special Topics in Mathematics,0.11943409823498399,A00086
CSCI 360,Computer Networks and Distributed Systems ,0.1909764790832103,A00086
ART 302,Sculpture II,0.014607879520349759,A00086
CSCI 310,Junior Seminar,0.7628715266530088,A00087
MATH 390B,Special Topics in Biostatistics,0.33148925714997335,A00087
PSCI 320,Selected Topics in Political Science ,0.18006404800955714,A00087
CHEM 356,Senior Research II,0.01575760959103984,A00087
SW 378,Social Welfare Policies and Services II,0.010905928163968365,A00087
,,0.05714286612168712,A00088
BIOL 497,Senior Seminar ,0.052733166667032046,A00088
BIOL 498,Senior Seminar,0.05273316666703204,A00088
SOC 100,Introduction to Sociology,0.04581472191405771,A00088
HIS 499,Senior Seminar,0.045419386444257415,A00088
CORE 260,Humanities,0.5274209686464284,A00089
CORE 201,Introduction to Business and Entrepreneurship,0.5185763972262563,A00089
MATH 220,Introduction to Higher Algebra,0.4019659686459274,A00089
MATH 210,Calculus III,0.3946160340711559,A00089
MATH 270,Ordinary Differential Equations ,0.30826646401807833,A00089
HIS 499,Senior Seminar,0.040031745939693775,A00090
PHYS 490,Senior Seminar,0.03651329285514886,A00090
BIOL 497,Senior Seminar ,0.03635945092895709,A00090
BIOL 498,Senior Seminar,0.036359450928957086,A00090
ENG 480,Senior Seminar,0.03491988981828957,A00090
MATH 240,Linear Algebra,0.7584796078141605,A00091
MATH 210,Calculus III,0.42324684711517424,A00091
MATH 270,Ordinary Differential Equations ,0.3231766350745214,A00091
MATH 285,Bioinformatics I,0.135267754846528,A00091
HSS 237,Introduction to Journalism,0.04706802467688482,A00091
SOC 100,Introduction to Sociology,0.04334852035567705,A00092
HIS 499,Senior Seminar,0.04117361642528036,A00092
PHYS 490,Senior Seminar,0.03755480254862272,A00092
BIOL 497,Senior Seminar ,0.03739657241625007,A00092
BIOL 498,Senior Seminar,0.037396572416250065,A00092
CORE 201,Introduction to Business and Entrepreneurship,0.7459240398137057,A00093
CSCI 210,Sophomore Seminar,0.5493855361906668,A00093
CSCI 241,Data Structures and Algorithms,0.5338489141074363,A00093
CSCI 241L,Data Structures and Algorithms Laboratory,0.5244956569364289,A00093
HSS 290,Behavioral Statistics,0.23197456066011166,A00093
CORE 201,Introduction to Business and Entrepreneurship,0.722732505123712,A00094
MATH 220,Introduction to Higher Algebra,0.2646926047267312,A00094
CORE 210,Introduction to Social Justice,0.2686550670453364,A00094
CORE 220,The Creative Arts,0.2255295978529321,A00094
KINS 275,Introduction to Exercise Science,0.21567014623728653,A00094
CORE 360,The World and its Peoples,0.5350591296275022,A00095
PSCI 340,Independent Study in Political Science,0.18440619284708587,A00095
EDUC 360,Teaching Reading in the Elementary Schools II,0.017641270526283042,A00095
KINS 369,Measurement and Evaluation in Kinesiology,0.0021536752078589504,A00095
FREN 370,Topics in French Literature and Culture,0.00989139197107039,A00095
CSCI 310,Junior Seminar,0.7462178522640925,A00096
NSCI 360,Statistics,0.4573540127486046,A00096
MATH 390B,Special Topics in Biostatistics,0.3013887360468284,A00096
PHYS 359,Introduction to Materials Science,0.20249606151628674,A00096
PSCI 320,Selected Topics in Political Science ,0.1778673314598589,A00096
